order_id,order_date,category,channel,quantity,revenue,cogs
NR-7334,2026-01-12,Electronics,Web,3,574.56,368.91
NR-6036,2025-06-22,Beauty,Web,1,33.34,12.39
NR-8235,2026-05-07,Home Goods,Web,1,70.64,36.32
NR-8108,2026-04-18,Beauty,Web,3,85.94,32.28
NR-8418,2026-06-19,Electronics,Retail Store,2,510.29,401.28
NR-5483,2025-03-05,Beauty,Web,3,96.56,38.94
NR-7790,2026-03-12,Home Goods,Web,3,224.99,110.28
NR-6709,2025-10-05,Electronics,Web,1,263.12,146.13
NR-6642,2025-09-11,Beauty,Retail Store,2,76.18,29.46
NR-6457,2025-08-06,Beauty,Web,2,67.79,27.96
NR-8621,2026-06-04,Outdoor,Web,1,90.38,46.82
NR-7363,2026-01-01,Electronics,,1,239.79,164.77
NR-6820,2025-10-08,Beauty,Web,3,104.44,41.08
NR-8005,2026-04-01,Home Goods,Retail Store,3,192.07,98.04
NR-7874,2026-03-24,Apparel,Web,3,127.07,62.66
NR-6944,2025-11-19,HOME GOODS,Marketplace,1,56.1,28.07
NR-5033,2025-01-27,Electronics,Marketplace,1,221.22,121.86
NR-7842,2026-03-17,Apparel,Web,3,135.46,63.62
NR-5520,2025-03-23,Outdoor,Web,2,169.56,88.33
NR-7306,2025-12-22,Outdoor,Web,2,212.57,107.09
NR-7766,2026-03-10,Electronics,Retail Store,2,491.3,335.21
NR-8520,2026-06-19,Apparel,Web,2,96.34,47.35
NR-6670,2025-09-24,Outdoor,Web,3,285.84,137.14
NR-6700,2025-10-17,Electronics,Marketplace,1,263.02,146.12
NR-5863,2025-05-27,Beauty,Web,3,112.13,46.8
NR-8084,2026-04-07,Apparel,Web,3,170.33,85.63
NR-5026,2025-01-10,Electronics,Retail Store,3,718.93,396.18
NR-6092,2025-06-24,Outdoor,Retail Store,2,166.71,85.2
NR-5775,2025-05-03,Electronics,Retail Store,2,441.52,244.64
NR-6239,2025-07-15,Beauty,Marketplace,2,73.92,30.61
NR-5223,2025-02-02,Home Goods,Web,1,75.51,37.01
NR-5266,2025-02-27,Apparel,Marketplace,1,41.3,20.06
NR-5689,2025-04-17,Beauty,Web,1,27.45,11.0
NR-8545,2026-06-10,Beauty,Web,1,29.51,11.38
NR-5015,2025-01-12,Electronics,Retail Store,2,397.22,212.79
NR-8255,2026-05-09,Home Goods,Web,1,72.03,35.84
NR-7267,2025-12-05,Beauty,Web,3,107.81,43.3
NR-5084,2025-01-02,Apparel,Retail Store,3,145.33,75.03
NR-8291,2026-05-05,Apparel,Web,3,154.54,77.13
NR-6970,2025-11-17,Home Goods,Retail Store,1,66.96,35.16
NR-7749,2026-03-13,Electronics,Web,2,520.05,381.59
NR-5051,2025-01-10,Home Goods,Marketplace,2,112.81,56.43
NR-6484,2025-08-12,Outdoor,Marketplace,3,336.64,177.59
NR-6096,2025-06-09,Outdoor,Marketplace,3,276.99,143.34
NR-8331,2026-05-10,Beauty,Retail Store,1,27.2,11.1
NR-8507,2026-06-11,Apparel,Retail Store,3,153.59,71.05
NR-7014,2025-11-19,Apparel,Web,1,51.57,26.07
NR-8605,2026-06-15,Outdoor,Web,2,226.45,112.59
NR-5182,2025-01-10,Outdoor,Web,3,256.33,135.41
NR-6388,2025-08-07,Apparel,Web,3,165.46,76.87
NR-5052,2025-01-22,Home Goods,Web,1,69.51,34.75
NR-5075,2025-01-01,Apparel,Web,2,95.7,48.69
NR-6773,2025-10-02,Apparel,Marketplace,1,44.34,21.17
NR-6297,2025-08-21,Electronics,Retail Store,1,233.15,125.84
NR-6462,2025-08-04,Outdoor,Retail Store,1,93.64,47.33
NR-6015,2025-06-08,Apparel,Retail Store,3,128.64,63.38
NR-5494,2025-03-19,Beauty,Retail Store,2,66.08,26.99
NR-5054,2025-01-16,Home Goods,Marketplace,2,119.48,61.71
NR-7643,2026-02-16,Apparel,Web,3,134.65,60.69
NR-6066,2025-06-23,Outdoor,Retail Store,1,94.13,46.21
NR-8245,2026-05-11,Home Goods,Web,3,169.68,84.05
NR-7650,2026-02-04,Apparel,Web,3,123.24,55.75
NR-8143,2026-04-11,Outdoor,Marketplace,2,216.6,109.11
NR-5955,2025-06-01,Home Goods,Marketplace,3,205.66,108.24
NR-5437,2025-03-10,Home Goods,Marketplace,1,69.35,37.29
NR-8417,2026-06-11,Electronics,Web,3,595.97,481.46
NR-7654,2026-02-18,Apparel,Marketplace,3,142.26,65.56
NR-6998,2025-11-01,Apparel,Retail Store,1,46.55,22.18
NR-5936,2025-06-11,Electronics,Web,3,694.81,394.59
NR-5519,2025-03-18,Outdoor,Web,1,113.2,57.58
NR-6071,2025-06-12,Outdoor,Retail Store,1,83.61,41.79
NR-7130,2025-12-10,Electronics,Web,2,517.07,313.62
NR-7071,2025-11-11,Outdoor,Web,3,330.31,161.57
NR-6886,2025-10-14,Outdoor,Web,1,90.29,47.34
NR-5345,2025-02-22,Outdoor,Web,1,88.55,45.92
NR-6877,2025-10-12,Outdoor,Web,2,180.11,88.66
NR-5177,2025-01-03,Outdoor,Retail Store,1,99.34,51.65
NR-7987,2026-04-12,Electronics,Marketplace,-1,216.61,154.17
NR-7852,2026-03-07,Apparel,Retail Store,2,108.59,52.47
NR-8059,2026-04-08,Apparel,Marketplace,3,158.02,74.95
NR-5966,2025-06-18,Home Goods,Web,3,204.06,102.62
NR-6333,2025-08-05,Home Goods,Web,1,66.97,33.69
NR-7278,2025-12-17,Beauty,Retail Store,2,59.1,21.96
NR-7925,2026-03-27,Outdoor,Web,1,101.4,49.68
NR-8553,2026-06-21,Beauty,Retail Store,3,102.3,39.78
NR-8366,2026-05-01,Outdoor,Retail Store,3,253.61,129.5
NR-6394,2025-08-04,Apparel,Web,1,53.39,24.3
NR-7478,2026-01-25,Beauty,Web,2,75.19,29.26
NR-5607,2025-04-05,Home Goods,Retail Store,3,226.56,117.47
NR-7191,2025-12-21,Home Goods,Retail Store,1,76.56,38.44
NR-6130,2025-07-22,Electronics,Retail Store,2,514.82,294.68
NR-5141,2025-01-19,Beauty,Marketplace,2,74.41,28.05
NR-8480,2026-06-21,Home Goods,Web,2,133.43,71.92
NR-6004,2025-06-07,Apparel,Retail Store,3,171.95,80.96
NR-7396,2026-01-16,Home Goods,Marketplace,2,150.76,78.82
NR-6650,2025-09-10,Outdoor,Retail Store,1,106.57,55.1
NR-5027,2025-01-05,Electronics,Retail Store,3,771.02,442.45
NR-5736,2025-04-09,Outdoor,Web,3,267.6,132.33
NR-6688,2025-09-04,Outdoor,Retail Store,1,112.8,54.19
NR-5573,2025-04-12,Electronics,Marketplace,3,705.74,375.75
NR-7494,2026-01-21,Beauty,Retail Store,2,66.57,26.52
NR-8628,2026-06-16,Outdoor,Web,3,242.45,118.21
NR-7972,2026-04-07,Electronics,Web,1,236.39,168.35
NR-6716,2025-10-26,Electronics,Retail Store,2,451.4,268.09
NR-7896,2026-03-21,Beauty,Web,3,108.21,42.96
NR-6603,2025-09-13,Apparel,Web,2,96.48,45.01
NR-5477,2025-03-24,Apparel,Retail Store,1,55.59,26.09
NR-8023,2026-04-17,Home Goods,Retail Store,2,123.76,66.2
NR-5202,2025-02-21,Electronics,Web,3,575.1,317.92
NR-6387,2025-08-01,Apparel,Retail Store,1,46.74,22.78
NR-5032,2025-01-10,Electronics,Marketplace,3,693.44,372.69
NR-6881,2025-10-09,Outdoor,Web,1,102.83,53.95
NR-5989,2025-06-04,Home Goods,Retail Store,1,58.73,31.77
NR-6186,2025-07-16,Apparel,Web,2,108.89,52.98
NR-5587,2025-04-06,Electronics,Retail Store,2,489.17,266.33
NR-7195,2025-12-20,Home Goods,Retail Store,3,167.96,90.72
NR-5487,2025-03-15,Beauty,Retail Store,1,30.39,12.85
NR-7372,2026-01-11,Home Goods,Retail Store,3,208.58,107.72
NR-5248,2025-02-04,Home Goods,Web,2,116.23,60.94
NR-7109,2025-12-16,Electronics,Web,2,456.75,287.21
NR-5108,2025-01-17,Apparel,Retail Store,3,126.14,60.32
NR-5293,2025-02-03,Apparel,Web,3,172.27,82.88
NR-5959,2025-06-01,Home Goods,Web,3,183.47,98.64
NR-7304,2025-12-25,Outdoor,Retail Store,2,199.16,95.53
NR-7011,2025-11-15,Apparel,Retail Store,1,56.67,27.02
NR-7635,2026-02-18,Apparel,Retail Store,2,109.9,49.89
NR-6516,2025-09-12,Electronics,Retail Store,2,390.17,216.94
NR-7589,2026-02-26,Home Goods,Retail Store,1,69.46,37.15
NR-6761,2025-10-14,Home Goods,Web,2,122.87,63.97
NR-6768,2025-10-19,Home Goods,Web,2,154.4,78.46
NR-6001,2025-06-14,Apparel,Web,2,86.99,40.93
NR-8076,2026-04-07,Apparel,Web,2,104.42,53.32
NR-6931,2025-11-26,Electronics,Retail Store,2,395.77,225.29
NR-8588,2026-06-04,Outdoor,Marketplace,2,211.68,109.27
NR-6276,2025-07-26,Outdoor,Web,2,161.86,80.72
NR-5662,2025-04-10,Apparel,Marketplace,1,56.09,28.3
NR-6219,2025-07-26,Beauty,Web,1,33.29,13.6
NR-7823,2026-03-22,Home Goods,Retail Store,3,169.62,84.4
NR-6932,2025-11-06,Electronics,Marketplace,3,610.56,361.39
NR-5452,2025-03-26,Apparel,Retail Store,3,123.26,57.84
NR-6993,2025-11-10,Apparel,Web,1,55.1,26.97
NR-8548,2026-06-22,Beauty,Retail Store,2,56.36,22.35
NR-5039,2025-01-06,Electronics,Web,2,381.81,218.72
NR-6488,2025-08-21,Outdoor,Retail Store,2,199.52,105.19
NR-7778,2026-03-07,Electronics,Retail Store,2,481.07,322.98
NR-5578,2025-04-23,Electronics,Retail Store,1,247.06,138.08
NR-6612,2025-09-26,Beauty,Retail Store,1,31.74,12.43
NR-8142,2026-04-12,Outdoor,Retail Store,3,309.35,152.81
NR-7689,2026-02-18,Beauty,Marketplace,2,58.41,23.5
NR-5506,2025-03-20,Beauty,Web,3,83.94,34.45
NR-6282,2025-07-13,Outdoor,Web,1,110.17,56.75
NR-5501,2025-03-09,Beauty,Web,2,76.73,30.98
NR-5395,2025-03-11,Electronics,Web,2,407.24,216.07
NR-5473,2025-03-13,Apparel,Web,1,53.73,26.52
NR-7529,2026-01-10,Outdoor,Retail Store,3,283.82,145.48
NR-7958,2026-04-18,Electronics,Retail Store,3,616.09,454.49
NR-6753,2025-10-21,Home Goods,Web,3,195.05,99.2
NR-5187,2025-02-08,Electronics,Web,3,696.56,364.77
NR-7135,2025-12-16,Electronics,Web,3,564.46,349.67
NR-7265,2025-12-14,Beauty,Web,2,54.95,21.62
NR-6170,2025-07-23,Home Goods,Marketplace,2,119.34,59.84
NR-5189,2025-02-24,Electronics,Retail Store,1,218.31,124.92
NR-6513,2025-09-14,Electronics,Web,1,257.66,144.0
NR-6736,2025-10-22,Home Goods,Retail Store,2,136.02,66.63
NR-8063,2026-04-08,Apparel,Web,1,51.68,25.47
NR-7981,2026-04-23,Electronics,Web,2,472.06,358.27
NR-6000,2025-06-25,Apparel,Retail Store,2,98.39,45.93
NR-7006,2025-11-07,Apparel,Web,1,46.98,22.5
NR-5901,2025-05-16,Outdoor,Web,2,178.61,87.61
NR-7846,2026-03-02,Apparel,Retail Store,3,170.77,83.14
NR-5326,2025-02-17,Beauty,Web,3,99.83,40.56
NR-6735,2025-10-22,Home Goods,Retail Store,3,174.49,88.98
NR-5652,2025-04-13,Apparel,Web,3,144.54,72.67
NR-5360,2025-02-05,Outdoor,Web,3,297.47,142.61
NR-6569,2025-09-19,Home Goods,Web,3,179.9,94.04
NR-7451,2026-01-07,Beauty,Web,3,87.11,35.95
NR-8414,2026-06-03,Electronics,Web,2,379.99,297.81
NR-5935,2025-06-12,Electronics,Web,2,462.59,245.28
NR-5567,2025-04-20,Electronics,Marketplace,3,575.43,311.3
NR-6991,2025-11-01,Apparel,Web,2,93.3,45.1
NR-6214,2025-07-25,Apparel,Web,2,99.07,50.06
NR-8370,2026-05-16,Outdoor,Retail Store,2,187.14,91.37
NR-7907,2026-03-25,Beauty,Retail Store,3,104.26,42.05
NR-7470,2026-01-23,Beauty,Retail Store,2,73.14,28.71
NR-5002,2025-01-07,Electronics,Web,3,625.32,342.04
NR-7973,2026-04-26,Electronics,Marketplace,2,413.75,315.38
NR-8409,2026-06-10,Electronics,Retail Store,2,415.24,328.08
NR-8395,2026-05-10,Outdoor,Web,1,105.01,51.19
NR-5792,2025-05-18,Home Goods,Retail Store,1,59.04,28.53
NR-7647,2026-02-16,Apparel,Marketplace,-1,53.2,24.85
NR-6378,2025-08-22,Apparel,Marketplace,2,88.89,43.83
NR-6747,2025-10-21,Home Goods,Web,3,228.97,115.13
NR-7698,2026-02-20,Beauty,Web,3,114.21,44.56
NR-8343,2026-05-19,Beauty,Retail Store,1,32.87,12.96
NR-8225,2026-05-11,Electronics,Web,3,767.75,581.62
NR-5262,2025-02-22,Apparel,Web,3,143.31,66.64
NR-6083,2025-06-22,Outdoor,Web,3,261.37,133.13
NR-7499,2026-01-01,Outdoor,Marketplace,3,252.86,130.42
NR-7786,2026-03-25,Electronics,Web,3,602.95,407.67
NR-6487,2025-08-18,Outdoor,Web,2,174.57,86.02
NR-5874,2025-05-09,Beauty,Retail Store,1,30.32,12.14
NR-5226,2025-02-11,Home Goods,Web,3,224.86,112.29
NR-7639,2026-02-01,Apparel,Retail Store,3,125.27,56.35
NR-8237,2026-05-21,Home Goods,Retail Store,3,227.17,114.13
NR-7880,2026-03-19,Apparel,Web,1,44.89,22.08
NR-6152,2025-07-13,Home Goods,Web,3,169.54,83.81
NR-5600,2025-04-12,Home Goods,Retail Store,3,175.17,89.22
NR-8000,2026-04-04,Home Goods,Retail Store,3,215.44,108.28
NR-7158,2025-12-04,Home Goods,Web,3,191.03,101.04
NR-5441,2025-03-06,Home Goods,Web,1,77.76,40.03
NR-5292,2025-02-05,Apparel,Marketplace,1,54.26,26.02
NR-6983,2025-11-06,Home Goods,Web,2,129.31,64.9
NR-6752,2025-10-26,Home Goods,Web,2,136.88,70.94
NR-5269,2025-02-09,Apparel,Retail Store,3,169.6,82.08
NR-8493,2026-06-22,Apparel,Web,3,161.75,80.29
NR-5776,2025-05-17,Electronics,Web,3,765.01,413.44
NR-8258,2026-05-17,Home Goods,Retail Store,3,198.19,100.77
NR-5486,2025-03-25,Beauty,Marketplace,1,34.3,13.76
NR-5101,2025-01-26,Apparel,Retail Store,3,154.84,75.66
NR-5265,2025-02-12,Apparel,Web,3,157.44,78.96
NR-6828,2025-10-15,Beauty,Web,2,60.59,24.11
NR-6468,2025-08-26,Outdoor,Web,1,109.51,55.97
NR-8457,2026-06-17,Home Goods,Web,2,119.88,63.49
NR-7434,2026-01-26,Apparel,Marketplace,3,143.5,71.09
NR-5444,2025-03-19,Home Goods,Retail Store,1,67.89,34.42
NR-6611,2025-09-27,Beauty,Web,1,36.34,14.71
NR-5903,2025-05-10,Outdoor,Marketplace,3,261.98,131.48
NR-8330,2026-05-19,Beauty,Marketplace,2,75.45,29.25
NR-8433,2026-06-14,Electronics,Web,2,412.85,327.81
NR-5411,2025-03-15,Home Goods,Marketplace,1,61.93,31.56
NR-6576,2025-09-22,Apparel,Marketplace,2,103.79,47.33
NR-7141,2025-12-24,Electronics,Web,3,735.72,451.75
NR-5958,2025-06-17,Home Goods,Retail Store,3,184.53,95.86
NR-5908,2025-05-22,Outdoor,Marketplace,3,252.65,125.47
NR-8129,2026-04-23,Beauty,Retail Store,3,85.42,32.14
NR-8256,2026-05-27,Home Goods,Retail Store,2,133.13,68.95
NR-6486,2025-08-03,Outdoor,Web,2,211.55,106.68
NR-7066,2025-11-01,Beauty,Retail Store,1,31.35,13.27
NR-8214,2026-05-07,Electronics,Retail Store,1,227.97,177.42
NR-8561,2026-06-23,Beauty,Retail Store,2,58.0,22.19
NR-8413,2026-06-14,Electronics,Web,2,447.2,362.84
NR-5543,2025-03-09,Outdoor,Web,1,84.02,43.9
NR-5907,2025-05-18,Outdoor,Retail Store,3,323.3,159.26
NR-8625,2026-06-24,Outdoor,Web,1,108.97,53.74
NR-7391,2026-01-20,Home Goods,Web,3,216.8,115.97
NR-5828,2025-05-19,Apparel,Web,1,51.75,25.35
NR-7331,2026-01-05,Electronics,Web,1,233.26,161.4
NR-7894,2026-03-14,Beauty,Web,3,110.23,42.02
NR-6411,2025-08-08,Apparel,Marketplace,2,86.6,42.97
NR-5484,2025-03-11,Beauty,Web,3,87.04,33.58
NR-7978,2026-04-15,Electronics,Marketplace,3,785.92,594.68
NR-7525,2026-01-06,Outdoor,Web,1,108.83,52.1
NR-8277,2026-05-26,Apparel,Retail Store,3,141.47,70.5
NR-7930,2026-03-12,Outdoor,Retail Store,1,85.5,41.14
NR-8189,2026-05-27,Electronics,Retail Store,1,212.13,161.51
NR-5549,2025-03-19,Outdoor,Web,2,197.66,100.35
NR-8573,2026-06-19,Beauty,Web,2,66.7,26.15
NR-6893,2025-10-11,Outdoor,Web,2,203.13,101.59
NR-5176,2025-01-11,Outdoor,Web,3,269.19,136.23
NR-8335,2026-05-23,Beauty,Web,3,109.08,44.17
NR-6102,2025-06-02,Outdoor,Web,1,108.01,51.91
NR-8481,2026-06-21,Home Goods,Marketplace,2,152.72,78.37
NR-6415,2025-08-12,Apparel,Retail Store,3,165.8,76.28
NR-7355,2026-01-01,Electronics,Marketplace,2,440.03,287.14
NR-6796,2025-10-27,Apparel,Retail Store,3,124.98,61.58
NR-6184,2025-07-09,Apparel,Marketplace,2,107.39,53.88
NR-6021,2025-06-04,Apparel,Retail Store,2,90.64,41.69
NR-6653,2025-09-22,Outdoor,Web,1,90.57,44.73
NR-5442,2025-03-08,Home Goods,Marketplace,3,166.21,88.68
NR-7067,2025-11-25,Beauty,Web,3,115.15,49.3
NR-6911,2025-11-18,Electronics,Retail Store,2,489.57,303.49
NR-7517,2026-01-10,Outdoor,Retail Store,3,250.71,120.36
NR-6885,2025-10-09,Outdoor,Web,3,268.87,129.06
NR-5344,2025-02-06,Outdoor,Web,3,316.57,152.58
NR-6143,2025-07-21,Home Goods,Retail Store,2,137.02,72.22
NR-7681,2026-02-14,Beauty,Web,3,96.31,40.22
NR-5275,2025-02-27,Apparel,Web,1,50.75,24.29
NR-5117,2025-01-12,Beauty,Retail Store,2,67.47,25.8
NR-7803,2026-03-07,Home Goods,Retail Store,3,207.61,105.2
NR-7524,2026-01-10,Outdoor,Web,3,258.97,127.3
NR-6149,2025-07-11,Home Goods,Web,3,211.81,109.06
NR-8586,2026-06-27,Beauty,Web,1,34.36,13.85
NR-6342,2025-08-06,Home Goods,Retail Store,2,138.38,73.69
NR-8541,2026-06-01,Beauty,Marketplace,3,83.86,35.14
NR-7509,2026-01-17,Outdoor,Retail Store,2,217.21,110.15
NR-7674,2026-02-11,Beauty,Web,2,75.33,31.58
NR-5782,2025-05-06,Electronics,Retail Store,1,204.38,111.89
NR-7438,2026-01-12,Apparel,Web,2,83.19,40.16
NR-7253,2025-12-24,Beauty,Web,2,76.21,29.47
NR-8042,2026-04-17,Apparel,Retail Store,3,170.54,80.95
NR-5410,2025-03-06,Home Goods,Web,1,65.54,32.23
NR-7673,2026-02-05,Beauty,Web,3,94.2,37.86
NR-7581,2026-02-10,Electronics,Web,3,715.46,469.06
NR-7154,2025-12-15,Electronics,Web,2,486.53,308.47
NR-6961,2025-11-10,Home Goods,Retail Store,2,127.89,64.12
NR-6150,2025-07-24,Home Goods,Retail Store,3,210.71,103.27
NR-6652,2025-09-08,Outdoor,Retail Store,2,226.08,113.42
NR-7244,2025-12-12,Beauty,Web,1,28.52,10.66
NR-8373,2026-05-16,outdoor,Web,2,217.22,103.82
NR-7118,2025-12-06,Electronics,Web,3,612.39,373.71
NR-6155,2025-07-12,Home Goods,Web,1,72.78,36.41
NR-6104,2025-07-06,Electronics,Retail Store,2,467.8,259.54
NR-6813,2025-10-24,Apparel,Retail Store,2,96.99,46.51
NR-6598,2025-09-03,Apparel,Retail Store,3,172.22,83.16
NR-5701,2025-04-16,Beauty,Retail Store,3,102.48,42.19
NR-6748,2025-10-17,Home Goods,Web,3,197.79,106.19
NR-6728,2025-10-19,Electronics,Retail Store,3,763.11,451.58
NR-7367,2026-01-24,Home Goods,Marketplace,1,55.56,27.83
NR-7965,2026-04-07,Electronics,Retail Store,1,225.0,169.41
NR-5346,2025-02-18,OUTDOOR,Marketplace,1,108.67,52.91
NR-6127,2025-07-16,Electronics,Retail Store,1,255.14,147.31
NR-5610,2025-04-17,Home Goods,Web,2,119.36,59.79
NR-6878,2025-10-18,Outdoor,Retail Store,2,170.81,82.72
NR-7897,2026-03-05,Beauty,Retail Store,2,64.0,25.04
NR-6165,2025-07-11,Home Goods,Retail Store,3,232.9,116.96
NR-6896,2025-11-09,Electronics,Web,2,461.2,276.07
NR-5994,2025-06-09,Apparel,Web,3,129.05,59.77
NR-7901,2026-03-25,Beauty,Web,2,71.87,27.11
NR-5526,2025-03-11,Outdoor,Web,3,305.28,149.83
NR-6705,2025-10-10,Electronics,Web,3,634.54,386.09
NR-8524,2026-06-07,Apparel,Marketplace,1,51.68,25.32
NR-5470,2025-03-25,Apparel,Web,2,106.56,52.02
NR-6626,2025-09-16,Beauty,Retail Store,1,34.7,13.83
NR-6450,2025-08-06,Beauty,Web,3,84.66,32.36
NR-6465,2025-08-20,Outdoor,Web,3,314.17,161.46
NR-5932,2025-06-05,Electronics,Marketplace,2,483.33,279.57
NR-8460,2026-06-16,Home Goods,Web,2,122.23,63.58
NR-7862,2026-03-12,Apparel,Web,3,139.06,63.94
NR-5236,2025-02-12,Home Goods,Web,2,113.09,58.48
NR-5977,2025-06-21,Home Goods,Web,1,76.16,40.84
NR-8308,2026-05-13,Apparel,Marketplace,3,136.04,67.47
NR-6713,2025-10-25,Electronics,Web,3,583.81,326.92
NR-5416,2025-03-01,Home Goods,Web,1,74.38,37.56
NR-7088,2025-11-11,Outdoor,Web,2,187.25,94.58
NR-7523,2026-01-07,Outdoor,Retail Store,1,101.41,49.06
NR-5488,2025-03-22,Beauty,Retail Store,2,65.75,26.03
NR-7994,2026-04-01,Electronics,Web,1,262.25,196.26
NR-8354,2026-05-27,Beauty,Web,2,58.8,22.92
NR-7364,2026-01-05,Home Goods,Web,2,137.42,72.6
NR-7665,2026-02-26,Beauty,Retail Store,1,32.35,12.67
NR-6076,2025-06-21,Outdoor,Marketplace,2,222.03,107.42
NR-6147,2025-07-06,Home Goods,Web,2,114.7,58.28
NR-5871,2025-05-01,Beauty,Retail Store,1,30.24,12.65
NR-8088,2026-04-26,Beauty,Marketplace,2,75.29,28.95
NR-5077,2025-01-25,Apparel,Web,1,54.75,26.63
NR-8505,2026-06-05,Apparel,Web,3,137.46,62.45
NR-8391,2026-05-05,OUTDOOR,Web,3,280.45,135.52
NR-6689,2025-09-02,Outdoor,Retail Store,2,181.59,93.81
NR-8080,2026-04-02,Apparel,Retail Store,2,107.29,53.96
NR-6994,2025-11-17,Apparel,Web,2,111.95,57.73
NR-7016,2025-11-26,Apparel,Web,2,86.57,42.92
NR-7918,2026-03-26,Beauty,Web,2,68.71,27.41
NR-5258,2025-02-04,Apparel,Retail Store,2,100.49,48.5
NR-5789,2025-05-19,Home Goods,Marketplace,1,70.09,34.67
NR-6764,2025-10-11,Home Goods,Marketplace,3,230.68,116.63
NR-6469,2025-08-25,Outdoor,Web,1,95.72,48.84
NR-8085,2026-04-08,Beauty,Retail Store,2,56.63,21.31
NR-6940,2025-11-22,Home Goods,Retail Store,1,62.75,34.04
NR-5988,2025-06-19,Home Goods,Web,3,188.01,99.24
NR-6848,2025-10-02,Beauty,Retail Store,2,56.41,21.37
NR-5659,2025-04-13,Apparel,Web,2,114.05,54.98
NR-7416,2026-01-07,Apparel,Marketplace,2,94.55,47.48
NR-5396,2025-03-13,Electronics,Web,3,654.87,345.9
NR-7456,2026-01-15,Beauty,Web,1,35.54,14.49
NR-7083,2025-11-27,Outdoor,Retail Store,3,261.7,136.32
NR-8013,2026-04-20,Home Goods,Web,3,167.7,89.55
NR-7605,2026-02-07,Home Goods,Web,3,227.56,110.61
NR-8217,2026-05-05,ELECTRONICS,Retail Store,2,487.35,357.89
NR-5711,2025-04-24,Outdoor,Retail Store,3,247.98,123.99
NR-7008,2025-11-08,Apparel,Web,1,56.51,26.99
NR-5909,2025-05-18,Outdoor,Web,1,108.79,57.04
NR-7375,2026-01-24,Home Goods,Web,1,58.54,29.95
NR-7886,2026-03-07,Beauty,Marketplace,2,75.46,30.78
NR-5087,2025-01-24,Apparel,Web,2,87.52,42.98
NR-7055,2025-11-23,Beauty,Retail Store,1,27.35,11.5
NR-6608,2025-09-20,Apparel,Retail Store,1,41.36,18.89
NR-6190,2025-07-03,Apparel,Web,1,51.76,24.42
NR-7106,2025-11-25,Outdoor,Retail Store,3,331.31,163.13
NR-5556,2025-04-03,Electronics,Web,2,455.67,243.95
NR-7318,2026-01-23,Electronics,Web,1,210.21,140.25
NR-8350,2026-05-21,Beauty,Web,1,33.69,13.81
NR-5312,2025-02-13,Beauty,Retail Store,2,58.35,22.8
NR-6393,2025-08-10,Apparel,Web,1,56.61,25.66
NR-5618,2025-04-01,Home Goods,Marketplace,1,59.37,31.43
NR-6373,2025-08-12,Apparel,Web,3,136.65,62.59
NR-5772,2025-05-14,Electronics,Web,2,514.88,265.87
NR-5197,2025-02-22,Electronics,Marketplace,3,597.19,325.1
NR-7743,2026-02-07,Outdoor,Web,2,222.25,108.34
NR-5548,2025-03-27,Outdoor,Web,3,332.08,169.09
NR-5615,2025-04-11,Home Goods,Web,2,111.92,55.42
NR-8089,2026-04-15,Beauty,Retail Store,1,33.01,13.15
NR-8065,2026-04-15,Apparel,Retail Store,3,145.97,68.39
NR-5716,2025-04-03,Outdoor,Web,3,318.82,161.3
NR-5124,2025-01-11,Beauty,Retail Store,3,96.99,38.47
NR-6711,2025-10-10,Electronics,Retail Store,2,464.82,273.58
NR-5401,2025-03-07,Electronics,Retail Store,2,413.19,214.52
NR-7641,2026-02-18,Apparel,Web,3,161.9,72.39
NR-7385,2026-01-15,Home Goods,Web,1,71.87,38.72
NR-8538,2026-06-20,Beauty,Retail Store,3,99.74,41.44
NR-5503,2025-03-27,Beauty,Web,1,36.58,14.84
NR-7031,2025-11-18,Beauty,Retail Store,3,95.28,39.9
NR-5078,2025-01-27,Apparel,Web,3,160.72,76.27
NR-5568,2025-04-02,Electronics,Web,2,471.97,253.56
NR-5071,2025-01-22,Apparel,Web,1,43.9,21.91
NR-6557,2025-09-21,Home Goods,Retail Store,1,55.84,29.03
NR-6134,2025-07-10,Electronics,Web,2,456.45,251.86
NR-8213,2026-05-22,Electronics,Web,2,467.3,365.39
NR-5208,2025-02-16,Electronics,Web,3,701.81,372.15
NR-6641,2025-09-23,Beauty,Web,2,67.8,25.09
NR-5072,2025-01-26,apparel,Retail Store,2,115.09,58.55
NR-7600,2026-02-19,Home Goods,Retail Store,2,118.46,58.28
NR-6329,2025-08-06,Home Goods,Web,3,193.23,101.32
NR-7831,2026-03-02,Home Goods,Web,3,213.33,102.86
NR-7866,2026-03-23,Apparel,Web,3,155.03,77.01
NR-6919,2025-11-01,Electronics,Web,1,214.66,122.53
NR-5498,2025-03-19,Beauty,Retail Store,1,34.2,13.32
NR-6892,2025-10-16,Outdoor,Marketplace,1,87.68,44.6
NR-6002,2025-06-09,Apparel,Web,1,52.36,25.58
NR-6821,2025-10-22,Beauty,Retail Store,3,84.0,32.58
NR-7638,2026-02-02,Apparel,Marketplace,2,106.85,48.47
NR-5762,2025-05-14,Electronics,Retail Store,3,752.3,390.55
NR-7354,2026-01-24,Electronics,Web,1,231.08,159.41
NR-6175,2025-07-26,Home Goods,Web,1,65.27,33.2
NR-8124,2026-04-16,Beauty,Web,3,109.28,42.09
NR-5028,2025-01-22,Electronics,Web,3,734.94,389.54
