order_id,customer_id,order_date,sku,product_category,quantity,unit_price,status,shipped_date
O-5322,C-146,13-Apr-2026,SKU-1044,Home,2,12.99,shipped,2026-04-17
O-5323,C-9,2026-06-15,sku-1002,Apparel,3,12.99,checkout_started,
O-5324,C-3,23-May-2026,SKU-1034,Beauty,3,24.99,shipped,2026-05-26
O-5325,C-98,2026-04-03,SKU-1060,Home,1,89.99,shipped,2026-04-08
O-5326,C-6,06-Apr-2026,SKU-1079,Apparel,1,89.99,cart_created,
O-5327,C-162,10-May-2026,SKU-1064,Beauty,2,12.99,shipped,2026-05-11
O-5328,C-121,2026-06-27,SKU-1007,Electronics,2,24.99,cart_created,
O-5329,C-106,16-May-2026,SKU-1067,Home,3,59.99,shipped,2026-05-18
O-5330,C-177,2026-05-02,SKU-1002,Home,2,89.99,shipped,2026-05-05
O-5331,C-99,04/15/2026,SKU-1041,Electronics,1,89.99,shipped,2026-04-16
O-5332,C-196,2026-05-06,SKU-1063,Apparel,4,12.99,shipped,2026-05-07
O-5333,C-39,05/21/2026,SKU-1026,Electronics,4,89.99,shipped,2026-05-24
O-5334,C-129,24-May-2026,SKU-1025,Electronics,1,24.99,shipped,2026-05-26
O-5335,C-3,2026-06-20,sku-1051,Apparel,3,24.99,shipped,2026-06-21
O-5336,C-100,06/22/2026,SKU-1040,Apparel,3,89.99,cart_created,
O-5337,C-115,21-May-2026,SKU-1038,Home,3,12.99,checkout_started,
O-5338,C-190,2026-06-27,sku-1021,Beauty,3,89.99,shipped,2026-06-28
O-5339,C-97,05/29/2026,sku-1005,Electronics,4,39.99,shipped,2026-05-30
O-5340,C-159,05/17/2026,SKU-1072,Apparel,2,59.99,shipped,2026-05-19
O-5341,C-96,04/05/2026,sku-1052,Electronics,2,12.99,shipped,2026-04-07
O-5342,C-25,2026-06-17,sku-1062,Home,2,24.99,shipped,2026-06-19
O-5343,C-203,19-Jun-2026,SKU-1012,Apparel,3,39.99,checkout_started,
O-5344,C-97,14-Apr-2026,SKU-1072,Apparel,3,39.99,cart_created,
O-5345,C-80,2026-04-04,SKU-1047,Apparel,4,59.99,checkout_started,
O-5346,C-1,04-Apr-2026,SKU-1055,Apparel,3,12.99,shipped,2026-04-08
O-5347,C-174,18-Apr-2026,SKU-1012,Home,4,39.99,shipped,2026-04-19
O-5348,C-86,05-Jun-2026,sku-1037,Home,4,39.99,payment,
O-5349,C-83,05/11/2026,SKU-1024,Electronics,4,59.99,shipped,2026-05-14
O-5350,C-75,2026-06-23,SKU-1034,Electronics,2,12.99,shipped,2026-06-26
O-5351,C-174,2026-06-07,SKU-1067,Apparel,1,59.99,shipped,2026-06-11
O-5352,C-134,17-Jun-2026,SKU-1039,Apparel,3,59.99,cart_created,
O-5353,C-1,21-Jun-2026,SKU-1059,Electronics,2,59.99,shipped,2026-06-23
O-5354,C-61,09-May-2026,SKU-1077,Electronics,4,89.99,shipped,2026-05-12
O-5355,C-134,11-May-2026,SKU-1048,Beauty,4,12.99,shipped,2026-05-16
O-5356,C-84,05/25/2026,SKU-1005,Beauty,4,39.99,shipped,2026-05-28
O-5357,C-215,05/05/2026,sku-1079,Apparel,4,12.99,checkout_started,
O-5358,C-178,2026-06-11,SKU-1037,Apparel,3,24.99,shipped,2026-06-13
O-5359,C-144,06/19/2026,SKU-1024,Home,2,39.99,shipped,2026-06-21
O-5360,C-190,2026-06-16,SKU-1038,Apparel,2,39.99,checkout_started,
O-5361,C-113,2026-05-19,SKU-1022,Electronics,4,59.99,shipped,2026-05-22
O-5362,C-4,04/27/2026,SKU-1048,Home,4,39.99,checkout_started,
O-5363,C-62,13-Apr-2026,SKU-1066,Home,1,39.99,shipped,2026-04-15
O-5364,C-17,07-Jun-2026,SKU-1030,Electronics,1,39.99,payment,
O-5365,C-171,29-Jun-2026,SKU-1047,Home,2,24.99,shipped,2026-07-03
O-5366,C-219,13-May-2026,SKU-1035,Electronics,1,89.99,shipped,2026-05-16
O-5367,C-110,01-Jun-2026,SKU-1059,Beauty,2,24.99,shipped,2026-06-02
O-5368,C-79,23-Apr-2026,sku-1035,Electronics,1,24.99,checkout_started,
O-5369,C-78,25-May-2026,SKU-1026,Apparel,3,89.99,shipped,2026-05-29
O-5370,C-89,2026-04-25,SKU-1025,Electronics,3,24.99,shipped,2026-04-28
O-5371,C-166,28-May-2026,SKU-1044,Beauty,1,39.99,shipped,2026-05-29
O-5372,C-58,2026-04-06,SKU-1047,Beauty,3,39.99,shipped,2026-04-11
O-5373,C-39,2026-06-13,SKU-1042,Home,3,24.99,cart_created,
O-5374,C-68,06/08/2026,SKU-1018,Electronics,2,24.99,shipped,2026-06-13
O-5375,C-49,2026-06-20,sku-1060,Apparel,2,89.99,checkout_started,
O-5376,C-74,04/22/2026,SKU-1072,Apparel,2,89.99,shipped,2026-04-25
O-5377,C-203,25-May-2026,SKU-1030,Beauty,3,59.99,shipped,2026-05-27
O-5378,C-1,2026-04-26,SKU-1070,Apparel,4,89.99,shipped,2026-04-27
O-5379,C-77,09-Apr-2026,SKU-1034,Home,3,24.99,checkout_started,
O-5380,C-63,2026-06-10,SKU-1054,Home,3,39.99,checkout_started,
O-5381,C-217,19-Jun-2026,sku-1003,Electronics,1,39.99,shipped,2026-06-21
O-5382,C-157,2026-05-31,SKU-1004,Beauty,4,12.99,shipped,2026-06-03
O-5383,C-90,16-Jun-2026,SKU-1060,Beauty,4,89.99,shipped,2026-06-21
O-5384,C-159,05/17/2026,SKU-1074,Beauty,3,59.99,shipped,2026-05-22
O-5385,C-166,06/03/2026,SKU-1063,Home,1,39.99,payment,
O-5386,C-175,04/20/2026,SKU-1052,Beauty,2,39.99,shipped,2026-04-25
O-5387,C-158,2026-06-12,SKU-1051,Apparel,3,24.99,shipped,2026-06-13
O-5388,C-35,17-Jun-2026,SKU-1068,Beauty,1,59.99,checkout_started,
O-5389,C-204,2026-04-26,SKU-1037,Home,1,24.99,payment,
O-5390,C-49,2026-05-09,SKU-1032,Electronics,4,24.99,cart_created,
O-5391,C-78,06/01/2026,SKU-1050,Home,3,39.99,shipped,2026-06-06
O-5392,C-62,2026-06-26,sku-1056,Beauty,3,39.99,shipped,2026-06-27
O-5393,C-136,2026-06-26,SKU-1018,Electronics,3,12.99,shipped,2026-06-27
O-5394,C-124,14-Apr-2026,SKU-1017,Home,1,59.99,cart_created,
O-5395,C-60,04/25/2026,SKU-1051,Apparel,1,12.99,cart_created,
O-5396,C-185,06/24/2026,SKU-1012,Apparel,2,89.99,shipped,2026-06-28
O-5397,C-32,2026-05-06,sku-1045,Electronics,4,89.99,shipped,2026-05-09
O-5398,C-81,2026-05-19,SKU-1067,Electronics,3,24.99,shipped,2026-05-20
O-5399,C-172,05/27/2026,SKU-1021,Home,3,39.99,shipped,2026-05-30
O-5376,C-74,04/22/2026,SKU-1072,Apparel,2,89.99,shipped,2026-04-25
O-5016,C-168,02-Apr-2026,SKU-1076,Apparel,3,39.99,shipped,2026-04-04
O-5365,C-171,29-Jun-2026,SKU-1047,Home,2,24.99,shipped,2026-07-03
O-5082,C-138,2026-05-19,SKU-1056,Electronics,4,12.99,payment,
O-5107,C-171,27-Apr-2026,SKU-1041,Beauty,1,24.99,shipped,2026-04-30
O-5217,C-34,2026-06-09,SKU-1028,Beauty,3,89.99,shipped,2026-06-12
O-5396,C-185,06/24/2026,SKU-1012,Apparel,2,89.99,shipped,2026-06-28
O-5056,C-22,05/01/2026,sku-1017,Apparel,1,89.99,checkout_started,
O-5250,C-135,05/18/2026,SKU-1069,Apparel,2,39.99,shipped,2026-05-22
O-5040,C-166,2026-06-16,SKU-1009,Apparel,4,89.99,checkout_started,
O-5325,C-98,2026-04-03,SKU-1060,Home,1,89.99,shipped,2026-04-08
O-5231,C-157,23-May-2026,SKU-1028,Electronics,4,24.99,payment,
